source_segment_id,target_segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,growth_regime,log_likelihood_under_previous_params
segment_03,segment_04,next_segment_using_previous_params,2021-04-30,0.1594238414009439,0.1334253404589348,0.866574659541065,0.08933412943171581,0.9106658705682842,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-05-31,-0.0406919676599955,0.1514149923631693,0.8485850076368308,0.11450256727231752,0.8854974327276826,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-06-30,-0.1684322465748309,0.171535004810969,0.828464995189031,0.14008437334678409,0.859915626653216,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-07-31,-0.7310786902328559,0.1919854697907677,0.8080145302092323,0.2116706349410577,0.7883293650589424,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-08-31,-1.0924664755857592,0.24921256046243084,0.7507874395375692,0.32126206708938376,0.6787379329106162,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-09-30,-1.4821676631449492,0.33682153297638817,0.6631784670236118,0.4820403952824987,0.5179596047175012,高均值状态,经济增长偏强,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-10-31,-1.8837036320596425,0.46535004893232973,0.5346499510676702,0.6737507005201157,0.32624929947988446,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-11-30,-1.1209251152897224,0.618606033756699,0.38139396624330113,0.7019891652193897,0.2980108347806103,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2021-12-31,-0.7750589917306883,0.6411802699828184,0.3588197300171816,0.6750397820355786,0.3249602179644214,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2022-01-31,-0.8188036323459826,0.6196365441245495,0.38036345587545045,0.660771684731416,0.339228315268584,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2022-02-28,-0.905222762912679,0.6082304212183809,0.3917695787816191,0.6624479150929415,0.3375520849070585,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2022-03-31,-1.4281869438951418,0.6095704239612157,0.39042957603878437,0.7342689026614752,0.26573109733852485,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2022-04-30,-3.4676892896357074,0.666985157964334,0.333014842035666,0.9294281622557824,0.0705718377442176,低均值状态,经济增长偏弱,-100.60772435093548
segment_03,segment_04,next_segment_using_previous_params,2022-05-31,-1.194311887758225,0.8229982866777275,0.1770017133222725,0.8762267273677211,0.12377327263227893,低均值状态,经济增长偏弱,-100.60772435093548
